"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/000474";"Hostal Residencia";"1ª - 1 Estrella";"";"VALDERAS";"C/ SANTA TERESA, 2 Y 4";"24220";"León";"Valderas";"VALDERAS";"VALDERAS";"987762018";"987763100";"";"";"";"";"";"17";"";"";"Si";
"40/000190";"Hotel";"2ª - 2 Estrellas";"";"LA TREBEDE";"C/ ALAMO, S/N. POLIGONO INDUSTRIAL";"40140";"Segovia";"Valverde del Majano";"VALVERDE DEL MAJANO";"VALVERDE DEL MAJANO";"921490439";"";"";"latrebededesegovia@hotmail.com";"www.latrebede.es";"";"";"30";"";"";"";
"40/000191";"Hotel";"3ª - 3 Estrellas";"";"EL ESPINAR";"Carretera  NACIONAL VI, KM. 66,6";"40400";"Segovia";"Espinar (El)";"ESPINAR (EL)";"ESPINAR (EL)";"921183232";"";"";"recepcion@hotelelespinar.es";"www.hotelelespinar.es";"";"";"126";"-4,235435";"40,728803";"Si";
"24/000475";"Hostal";"1ª - 1 Estrella";"";"LA TINTORERIA";"AV. LACIANA, 17";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987470409";"";"";"";"";"";"";"9";"";"";"";
"37/000368";"Hotel";"4ª - 4 Estrellas";"";"ABADIA DE LOS TEMPLARIOS";"Carretera CTRA. SALAMANCA-LA ALBERCA, KM. 76";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923423107";"923415413";"615382432";"info@abadiadelostemplarios.com  /   fernando@palaciodelostemplarios.com";"www.abadiadelostemplarios.com";"";"";"218";"-6,115647";"40,498731";"";
"09/000381";"Hostal Residencia";"1ª - 1 Estrella";"";"LA HORRA";"Calle Santa María 34";"09311";"Burgos";"Horra (La)";"HORRA (LA)";"HORRA (LA)";"947536231";"699745558";"";"pilidelavilla@gmail.com";"";"";"";"10";"";"";"Si";
"47/000243";"Hotel";"2ª - 2 Estrellas";"";"EL TRATADO";"Calle VALDEHUERTOS 8";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"630891176";"";"";"villalar30@hotmail.com";"";"";"";"40";"";"";"Si";
"09/000382";"Hotel";"3ª - 3 Estrellas";"";"PUENTE ROMANO";"Travesía TRAVESÍA MERINDAD DE LOSA, S/N";"09510";"Burgos";"Valle de Losa";"QUINCOCES DE YUSO";"QUINCOCES DE YUSO";"947194089";"687203823";"";"info@hotelrestaurantepuenteromano.es";"www.hotelrestaurantepuenteromano.com";"";"";"17";"-3,247736";"42,992176";"";
"05/000183";"Hotel";"4ª - 4 Estrellas";"";"EL RONDON";"Carretera CTRA. DE VILLACASTIN, 6";"05260";"Ávila";"Cebreros";"CEBREROS";"CEBREROS";"918630460";"609223033";"";"info@el rondon.es; escuelas@escuelascampesinas.org";"www.elrondon.es";"";"";"20";"";"";"Si";
"24/000476";"Hotel";"4ª - 4 Estrellas";"";"EXE LEON";"Calle VELAZQUEZ 18";"24005";"León";"León";"LEON";"LEON";"987208520";"";"";"info@eurostarsleon.com";"www.eurostarshotels.com";"";"";"78";"";"";"";
"47/000245";"Pensión";"Categoría única";"";"JAC";"Plaza PLAZA MAYOR 11";"47340";"Valladolid";"Sardón de Duero";"SARDON DE DUERO";"SARDON DE DUERO";"983680301";"";"";"";"";"";"";"6";"";"";"";
"24/000477";"Hostal";"1ª - 1 Estrella";"";"VIRGEN DE VIFORCOS";"EL CAMPO, S/N";"24743";"León";"Encinedo";"QUINTANILLA DE LOSADA";"QUINTANILLA DE LOSADA";"987654913";"";"";"www.virgendeviforcos.net";"";"";"";"22";"";"";"";
"37/000369";"Pensión";"Categoría única";"";"CASTILLEJOS I";"PASEO CANALEJAS, 100, 2ºA";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"630033101";"923612711";"";"";"";"";"";"6";"";"";"";
"37/000370";"Pensión";"Categoría única";"";"CASTILLEJOS II";"PASEO CANALEJAS, 100, 2ºB";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"630033101";"923614120";"";"";"";"";"";"5";"";"";"";
"24/000478";"Hotel Residencia";"2ª - 2 Estrellas";"";"VALCARCE HOTELES";"Carretera CTRA. N-630, KM-153,6";"24231";"León";"Onzonilla";"ONZONILLA";"ONZONILLA";"987346010";"";"";"valcarce@grupovalcarce.com";"";"";"";"32";"-5,584136";"42,534112";"Si";
"09/000383";"Hostal Residencia";"2ª - 2 Estrellas";"";"ACUARELA";"CL/GUARDIA CIVIL,7";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947205050";"";"";"reservas@hostalacuarela.com";"www.hostalacuarela.com";"";"";"41";"";"";"Si";
"24/000480";"Hostal Residencia";"1ª - 1 Estrella";"";"EL PEREGRINO";"Carretera ANTIGUA N-VI, S/N.";"24524";"León";"Vega de Valcarce";"PORTELA DE VALCARCE (LA)";"PORTELA DE VALCARCE (LA)";"987543197";"";"";"reservas@laportela.com";"www.laportela.com";"";"";"9";"-6,917964";"42,660121";"";
"42/000273";"Hostal Residencia";"2ª - 2 Estrellas";"";"EL RINCON DE GALA";"VENERABLE PALAFOX, 9";"42001";"Soria";"Soria";"SORIA";"SORIA";"975214254";"";"";"";"";"";"";"11";"";"";"Si";
"34/000177";"Pensión";"Categoría única";"";"""SERAFIN""";"C/ FEDERICO MAYO, 22-2º-C";"34005";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979107301";"979748906";"677108468";"";"";"";"";"6";"-4,542819";"42,018602";"";
"09/000385";"Hotel";"3ª - 3 Estrellas";"";"SAN ANTON ABAD";"Calle HOSPITAL, 4";"09257";"Burgos";"Villafranca Montes de Oca";"VILLAFRANCA MONTES DE OCA";"VILLAFRANCA MONTES DE OCA";"947582150";"";"";"hotelsanantonabad.com";"www.hotelsanantonabad@gmail.com";"";"";"26";"-3,309761";"42,38828";"Si";
"47/000246";"Pensión";"Categoría única";"";"ATALAYA";"PLAZA JARDINES, Nº 1";"47330";"Valladolid";"Traspinedo";"TRASPINEDO";"TRASPINEDO";"983682083";"";"";"";"";"";"";"7";"";"";"";
"24/000481";"Hotel Residencia";"4ª - 4 Estrellas";"";"ABAD SAN ANTONIO";"Calle ALTOS DE NAVA s/n";"24008";"León";"León";"LEON";"LEON";"987875716";"";"";"info@hotelabadsanantonio.com";"https://arvahoteles.com";"";"";"173";"-5,573982";"42,61802";"Si";
"37/000371";"Hotel Residencia";"2ª - 2 Estrellas";"";"EL PORTICO";"PLAZA ESPAÑA, 7";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"923540175";"654544888";"";"info@elporticohotel.es";"www.elporticohotel.es";"";"";"18";"";"";"Si";
"42/000274";"Hostal Residencia";"2ª - 2 Estrellas";"";"HOSTEL SORIA";"Calle NAVAS DE TOLOSA 21";"42001";"Soria";"Soria";"SORIA";"SORIA";"975213463";"";"";"info@hostelsoria.com";"www.hostelsoria.com";"";"";"30";"";"";"";
"09/000386";"Hotel Residencia";"2ª - 2 Estrellas";"";"ÁREA DE SERVICIO RIBERA DEL DUERO";"Carretera CTRA/NACIONAL A-1,KM,189,900";"09349";"Burgos";"Cilleruelo de Abajo";"CILLERUELO DE ABAJO";"CILLERUELO DE ABAJO";"947170003";"";"";"";"";"";"";"32";"-3,763191";"41,929833";"Si";
"40/000192";"Hostal";"1ª - 1 Estrella";"";"MIRADOR DEL VADILLO";"Calle CANTARRANAS 11";"40173";"Segovia";"Pedraza";"VELILLA (LA)";"VELILLA (LA)";"651990554";"";"";"MIRADORDELVADILLO@GMAIL.COM";"";"";"";"15";"";"";"";
"42/000275";"Hostal Residencia";"1ª - 1 Estrella";"";"BRASIL";"Callejón  DE SAN CLEMENTE 3";"42002";"Soria";"Soria";"SORIA";"SORIA";"975226122";"";"";"";"";"";"";"16";"";"";"";
"47/000249";"Hotel Apartamento";"2ª - 2 Estrellas";"";"APARTAHOTEL COMFORSUITE";"Paseo DE LA ZARCILLA, 6";"47151";"Valladolid";"Boecillo";"BOECILLO";"BOECILLO";"678456849";"";"";"apartahotel@comforsuite.com";"";"";"";"20";"-4,7024227";"41,5402554";"Si";
"09/000387";"Pensión";"Categoría única";"";"LA CANTINA DE PEDROSA";"Plaza Pío Martínez 6";"09131";"Burgos";"Pedrosa de Río Úrbel";"PEDROSA DE RIO-URBEL";"PEDROSA DE RIO-URBEL";"691055531";"";"";"";"";"";"";"8";"";"";"";
"34/000178";"Hotel";"3ª - 3 Estrellas";"";"""AREA DE SERVICIO LOS CHOPOS-VILLAHERREROS""";"Autovia AUTOVIA LEÓN-BURGOS, P-236 KM. 0,750";"34469";"Palencia";"Villaherreros";"VILLAHERREROS";"VILLAHERREROS";"979065981";"682348293";"";"";"";"";"";"32";"-4,474506";"42,391792";"Si";
"37/000372";"Hotel";"3ª - 3 Estrellas";"";"ARCOS";"Calle C/ CARDENAL PACHECO, 11";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923480749";"";"";"";"";"";"";"50";"";"";"Si";
"42/000276";"Hostal Residencia";"2ª - 2 Estrellas";"";"JIRANI";"CASTILLEJOS, 2";"42130";"Soria";"Almenar de Soria";"ALMENAR DE SORIA";"ALMENAR DE SORIA";"975390014";"";"";"";"";"";"";"10";"";"";"";
"40/000193";"Hotel";"3ª - 3 Estrellas";"";"HOTEL BOUTIQUE & SPA CAPITULO TRECE";"C/ San Miguel, nº 18";"40554";"Segovia";"Maderuelo";"MADERUELO";"MADERUELO";"921556395";"687553338";"";"";"";"";"";"10";"";"";"";
"09/000388";"Pensión";"Categoría única";"";"LA CAÑADA";"Carretera CTRA/BURGOS,3";"09127";"Burgos";"Valle de Valdelucio";"FUENCALIENTE DE LUCIO";"FUENCALIENTE DE LUCIO";"947363584";"";"";"información@hotellacanada.com";"www.hotellacanada.com";"";"";"24";"-4,143913";"42,739252";"";
"47/000250";"Hotel";"3ª - 3 Estrellas";"";"VITTORIA COLONNA";"Calle SAN JUAN 2";"47800";"Valladolid";"Medina de Rioseco";"MEDINA DE RIOSECO";"MEDINA DE RIOSECO";"983725087";"";"";"983700532@telefonica.net";"";"";"";"89";"-5,045421";"41,883433";"Si";
"40/000194";"Hotel";"3ª - 3 Estrellas";"";"SANTANA HOTEL";"Calle CRUZ DE LA GALLEGA 2";"40193";"Segovia";"Palazuelos de Eresma";"PARQUE ROBLEDO";"PARQUE ROBLEDO";"921474178";"680281858";"";"info@santanahotel.es";"www.santanahotel.es";"";"";"59";"-4,058995";"40,910166";"";
"42/000277";"Hotel";"3ª - 3 Estrellas";"";"VALDELINARES";"LA IGLESIA, 40";"42318";"Soria";"Valdemaluque";"VALDELINARES";"VALDELINARES";"975055996";"";"";"info@valdelinar.es";"www.valdelinar.es";"";"";"19";"";"";"Si";
"09/000389";"Hotel";"1ª - 1 estrella";"";"ENTREARCOS";"Calle CL/VIRGEN DE LA PALOMA,4";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947252911";"633075199";"";"entrearcos@aldahostels.es";"www.entrearcos.es";"";"";"19";"-3,702859";"42,341419";"Si";
"47/000251";"Hotel";"4ª - 4 Estrellas";"";"GAREUS";"Calle  COLMENARES 2";"47004";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983214333";"";"";"recepcion@hotelgareus.com";"www.hotelgareus.com";"";"";"78";"";"";"Si";
"42/000278";"Hotel";"3ª - 3 Estrellas";"";"ALDA MIRADOR DEL MONCAYO";"Calle DOCTOR SALCEDO 28";"42110";"Soria";"Ólvega";"OLVEGA";"OLVEGA";"976192472";"";"";"info@miradordelmoncayo.es";"www.aldahotels.es";"";"";"66";"";"";"Si";
"47/000252";"Hotel";"1ª - 1 estrella";"";"SARDÓN RURAL LA PUERTA DE LA RIBERA";"AVENIDA DE SORIA, S/N";"47340";"Valladolid";"Sardón de Duero";"SARDON DE DUERO";"SARDON DE DUERO";"983687010";"";"";"";"";"";"";"11";"-4,43324";"41,607534";"";
"09/000390";"Hostal Residencia";"2ª - 2 Estrellas";"";"VILLACOBOS";"CL/SAN MIGUEL,19";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"625651425";"";"";"ramonarenal@hotmail.com";"wwwhostalruralvillacobos.com";"";"";"9";"";"";"Si";
"34/000179";"Hostal";"2ª - 2 Estrellas";"";"CATALINA DE AUSTRIA";"C/ AFUERA Nº 69";"34230";"Palencia";"Torquemada";"TORQUEMADA";"TORQUEMADA";"979 800 474";"661421597";"";"";"";"";"";"9";"";"";"";
"37/000374";"Hostal";"1ª - 1 Estrella";"";"ESCALA LUNA";"Calle MELÉNDEZ 13  1º";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923218749";"687440645";"";"info@escalaluna.com";"www.escalaluna.com";"";"";"36";"";"";"";
"24/000484";"Pensión";"Categoría única";"";"LA PENSION DE BLANCA";"Avenida PICOS DE EUROPA 4";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"676191829";"";"";"";"";"";"";"9";"";"";"";
"24/000485";"Pensión";"Categoría única";"";"CONVENTO  DE FONCEBADON";"Calle C/REAL, S/N.";"24722";"León";"Santa Colomba de Somoza";"FONCEBADON";"FONCEBADON";"987053934";"";"";"conventodefoncebadon@telefonica.net";"";"";"";"26";"-6,341429";"42,491312";"";
"24/000486";"Hotel Residencia";"2ª - 2 Estrellas";"";"ASTURA";"Calle LUIS ALONSO 17";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987752074";"";"";"info@hotelastura.com";"";"";"";"26";"";"";"Si";
"24/000487";"Hotel Residencia";"1ª - 1 Estrella";"";"SPA QH CENTRO LEON";"Calle LOS CUBOS 6";"24007";"León";"León";"LEON";"LEON";"987875580";"";"";"info@qhhoteles.com";"www.qhhoteles.com";"";"";"37";"";"";"Si";
"49/000191";"Hotel";"2ª - 2 Estrellas";"";"JARAMA";"Bajada Florián de Ocampo 1";"49005";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980513227";"637674387";"";"info@hoteljarama.es";"www.hoteljarama.es";"";"";"22";"-5,748909";"41,507078";"";
"05/000184";"Hostal Residencia";"1ª - 1 Estrella";"";"LA COLMENA";"Calle C/ CANTO GORDO, 5";"05194";"Ávila";"Ávila";"BRIEVA-VICOLOZANO";"VICOLOZANO";"920259867";"920259050";"676467500";"";"";"";"";"16";"-4,632849";"40,681514";"Si";
"49/000192";"Hostal";"2ª - 2 Estrellas";"";"EL POLÍGONO";"C/ LA HINIESTA, Nº 121";"49024";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980521502";"980521502";"";"kima-paula@hotmail.com";"";"";"";"26";"-5,755617";"41,514133";"";
"24/000488";"Hostal Residencia";"2ª - 2 Estrellas";"";"LA ALDEYA";"Avenida AV. ASTURIAS, 4 4";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987472419";"";"";"reservas@laaldeya.es";"";"";"";"14";"";"";"";
"24/000489";"Hostal Residencia";"1ª - 1 Estrella";"";"HOSTERIA-SPA LOFT BOÑAR";"C/JUAN ANTONIO FERNANDEZ, 28-30";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"987113310";"";"";"soto@grupo-soto.com";"";"";"";"8";"";"";"";
"09/000392";"Pensión";"Categoría única";"";"A - SANTIAGO";"Camino REDOÑA S/N";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"947562164";"677811847";"";"albergueasantiago@hotmail.com";"www.a-santiago.com";"";"";"24";"-3,183072";"42,418105";"Si";
"47/000253";"Hotel";"4ª - 4 Estrellas";"";"ELE ENARA BOUTIQUE";"Calle MONTERO CALVO 30";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983300211";"";"";"dir.enara@elehoteles.es";"www.elehoteles.com";"";"";"104";"";"";"Si";
"05/000185";"Hotel";"3ª - 3 Estrellas";"";"H2 ÁVILA";"Calle CRISTO DE LAS MURALLAS 8";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"920213414";"";"";"";"";"";"";"123";"-4,680184";"40,663718";"Si";
"09/000393";"Hotel Residencia";"4ª - 4 Estrellas";"";"VILLA DE ARANDA";"Calle San Francisco, 1";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947659106";"649873753";"";"reservas@hotelvilladearanda.es";"www.hotelvilladearanda.es";"";"";"50";"-3,685391";"41,671966";"Si";
"05/000186";"Hostal Residencia";"1ª - 1 Estrella";"";"MAURY";"C/ PILÓN DE LUIS, Nº 97";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"659961034";"920281013";"";"";"www.casasruralesmaury.com";"";"";"5";"-4,6401152";"40,4766849";"";
"37/000375";"Hotel";"5ª - 5 Estrellas";"";"GRAND HOTEL DON GREGORIO";"SAN PABLO, 80-82";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923217015";"";"";"info@hoteldongregorio.com";"www.hoteldongregorio.com";"";"";"34";"";"";"Si";
"40/000197";"Pensión";"Categoría única";"";"CASA MARIANO";"CTRA. DE SAN RAFAEL, Nº 3";"40195";"Segovia";"Segovia";"REVENGA";"REVENGA";"921479012";"609439718";"";"";"";"";"";"8";"";"";"";
"37/000376";"Hostal Residencia";"1ª - 1 Estrella";"";"DOS HERMANAS";"CAMPANARIO, 3";"37312";"Salamanca";"Alaraz";"ALARAZ";"ALARAZ";"923550069";"";"";"bardoshermanas@telefonica.net";"";"";"";"18";"";"";"";
"05/000187";"Hostal";"1ª - 1 Estrella";"";"LAS CUATRO CALLES";"C/ MAYOR, 49";"05132";"Ávila";"San Martín del Pimpollar";"SAN MARTIN DEL PIMPOLLAR";"SAN MARTIN DEL PIMPOLLAR";"920348817";"626066223";"";"INFO@GREDOSGUIDES.ES";"WWW.GREDOSGUIDES.ES";"";"";"9";"";"";"";
"42/000279";"Hotel";"4ª - 4 Estrellas";"";"CASTILLA TERMAL BURGO DE OSMA";"Calle UNIVERSIDAD, 5";"42300";"Soria";"Burgo de Osma-Ciudad de Osma";"BURGO DE OSMA (EL)";"BURGO DE OSMA (EL)";"975341419";"";"";"";"www.castillatermal.com/hoteles/burgo-de-osma/";"";"";"133";"";"";"";
"47/000254";"Hotel Residencia";"3ª - 3 Estrellas";"";"DUERO HOTEL";"Avenida AVDA. MADRID, Nº 57";"47140";"Valladolid";"Laguna de Duero";"LAGUNA DE DUERO";"LAGUNA DE DUERO";"983546009";"";"";"info@duerohotel.es";"www.duerohotel.es";"";"";"44";"-4,71931";"41,5801873";"Si";
"24/000490";"Hostal Residencia";"2ª - 2 Estrellas";"";"CASTILLO BENAVENTE";"Calle PARCELA 89, POLIGONO 29";"24343";"León";"Burgo Ranero (El)";"BURGO RANERO (EL)";"BURGO RANERO (EL)";"987330403";"";"";"burgo@castillobenavente.com";"www.castillogrupo.com";"";"";"20";"-5,215857";"42,418128";"";
"24/000491";"Hostal";"2ª - 2 Estrellas";"";"DOMUS VIATORIS";"Carretera ARRIONDAS 1";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987000000";"";"";"";"";"";"";"21";"-5,024444";"42,372359";"";
"40/000198";"Pensión";"Categoría única";"";"LOS HERRERO";"Plaza FUENTE 3   C";"40152";"Segovia";"Zarzuela del Monte";"ZARZUELA DEL MONTE";"ZARZUELA DEL MONTE";"921198695";"635410387";"";"JAVIER.ZARMON@GMAIL.COM";"";"";"";"7";"";"";"";
"24/000492";"Pensión";"Categoría única";"";"AIRA DO TRIGO";"C/GENERAL, 14";"24442";"León";"Carucedo";"MEDULAS (LAS)";"MEDULAS (LAS)";"987422858";"";"";"";"";"";"";"3";"-6,767804";"42,457096";"";
"42/000280";"Hotel";"4ª - 4 Estrellas";"";"HOTEL ALAMEDA CENTRO";"Plaza RAMON Y CAJAL 5";"42002";"Soria";"Soria";"SORIA";"SORIA";"975239303";"682156086";"";"";"";"";"";"45";"";"";"Si";
"24/000493";"Pensión";"Categoría única";"";"EN LA SENDA";"PLAZA PRIM, 3";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"619893127";"";"";"";"";"";"";"8";"";"";"";
"24/000494";"Hotel";"4ª - 4 Estrellas";"";"AROI PONFERRADA";"Calle C/MARCELO MACIAS, 4";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409001";"";"";"";"";"";"";"54";"-6,60099";"42,547099";"";
"09/000395";"Hotel Apartamento";"1ª - 1 Estrella";"";"MARÍA SALOMÉ";"CL/SAN LORENZO,24";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947203405";"";"";"barpancho1958@gmail.com";"";"";"";"15";"";"";"";
"09/000396";"Hotel";"3ª - 3 Estrellas";"";"ABADES VÍA NORTE";"Camino FUENTE BASILIO, 14";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947347244";"947347250";"";"vianorte@abades.com";"www.abades.com";"";"";"60";"-2,961949";"42,686869";"Si";
"37/000378";"Hostal Residencia";"2ª - 2 Estrellas";"";"HOSTAL GONZALA BY GAIAROOMS";"Calle SOL ORIENTE 15 (11)  3º A";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923177163";"";"";"gonzala@gaiarooms.com";"";"";"";"15";"";"";"";
"49/000195";"Hotel";"5ª - 5 Estrellas";"";"VALBUSENDA HOTEL BODEGA & SPA";"Carretera PELEAGONZALO-TORO";"49800";"Zamora";"Toro";"TORO";"TORO";" 980699573";"";"";"info@valbusenda.com";"www.valbusenda.com";"";"";"70";"-5,494903";"41,483791";"Si";
"37/000380";"Hostal Residencia";"2ª - 2 Estrellas";"";"LOS VILLARES";"C/ ROSALES, 7";"37184";"Salamanca";"Villares de la Reina";"VILLARES DE LA REINA";"VILLARES DE LA REINA";"617644358";"";"";"info@hostallosvillares.es";"www.hostallosvillares.es";"";"";"46";"-5,6479478";"41,0068774";"Si";
"05/000188";"Hotel Residencia";"2ª - 2 Estrellas";"";"PUERTA DE LA SANTA";"Calle C/EMPEDRADA c/v BEATA JESUS JORNET, 1";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920253501";"607880788";"";"reservas@hotelpuertadelasanta.com";"www.hotelpuertadelasanta.com";"";"";"17";"-4,702906";"40,654687";"Si";
"42/000281";"Hotel";"3ª - 3 Estrellas";"";"PUERTA PINARES";"Calle ANSELMO DE LA ORDEN, 41";"42146";"Soria";"Abejar";"ABEJAR";"ABEJAR";"975373557";"";"";"";"";"";"";"53";"";"";"";
"24/000495";"Hostal Residencia";"1ª - 1 Estrella";"";"RABEL";"Avenida AV. DEL CASTILLO, 84";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987417176";"";"";"info@hostalrabel.com";"www.hostalrabel.com";"";"";"20";"";"";"";
"24/000496";"Pensión";"Categoría única";"";"LAS DELICIAS DEL CAMINO";"C/LOS MESONES, 20";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987310558";"619635024";"";"";"";"";"";"9";"";"";"";
"05/000189";"Hostal";"2ª - 2 Estrellas";"";"HOSPEDERIA TRASTAMARA";"AVDA. DE CASTILLA Y LEON, 49";"05440";"Ávila";"Piedralaves";"PIEDRALAVES";"PIEDRALAVES";"918666400";"";"";"";"";"";"";"29";"";"";"";
"24/000498";"Hostal Residencia";"1ª - 1 Estrella";"";"ULTREIA";"C/PUENTECILLO, 8";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987540391";"";"";"info@hostalultreia.com";"www.hostalultreia.com";"";"";"8";"";"";"";
"34/000183";"Hotel Residencia";"2ª - 2 Estrellas";"";"DON EDMUNDO";"Calle C/LA IGLESIA Nº29";"34880";"Palencia";"Guardo";"GUARDO";"GUARDO";"979852267";"979852267";"979861010";"";"";"";"";"13";"-4,839627";"42,789249";"";
"37/000381";"Hotel";"3ª - 3 Estrellas";"";"CONDADO DE MIRANDA";"Paraje LA PERDIZA, 29";"37660";"Salamanca";"Miranda del Castañar";"MIRANDA DEL CASTAÑAR";"MIRANDA DEL CASTAÑAR";"923432026";"670227883";"";"hostal-condado@hotmail.com";"";"";"";"77";"";"";"Si";
"09/000398";"Hotel";"3ª - 3 Estrellas";"";"EL CAPRICHO DE CLEMENTE";"Plaza CARLOS II 12";"09572";"Burgos";"Valle de Valdebezana";"SONCILLO";"SONCILLO";"947153190";"";"";"elcaprichodeclemente.hotel@gmail.com";"";"";"";"38";"";"";"Si";
"42/000282";"Hostal Residencia";"2ª - 2 Estrellas";"";"PLAZA MAYOR";"Calle DIEGO LAINEZ 2";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975300064";"975300814";"";"";"";"";"";"9";"";"";"";
"40/000199";"Pensión";"Categoría única";"";"HOSPEDAJE SAN FRANCISCO";"Calle  SAN FRANCISCO, 11";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921433296";"";"";"";"";"";"";"17";"";"";"";
"40/000200";"Hotel";"4ª - 4 Estrellas";"";"LOS CLAUSTROS DE AYLLON";"CTRA. A ARANDA DE DUERO, S/N";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"921553272";"629290204";"";"info@losclaustros.com / luis@losclaustros.com";"www.losclaustros.com";"";"";"36";"";"";"";
"40/000201";"Hotel Residencia";"3ª - 3 Estrellas";"";"DON FELIPE";"Calle DAOIZ 7";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921466095";"669791704";"";"reservas@hoteldonfelipe.net";"www.hoteldonfelipe.net";"";"";"42";"";"";"Si";
"37/000382";"Hotel";"4ª - 4 Estrellas";"";"LIBET";"CTRA. MADRID, KM. 7";"37181";"Salamanca";"Pelabravo";"PELABRAVO";"PELABRAVO";"923305250";"";"";"info@hotellibet.com";"www.hotellibet.com";"";"";"76";"";"";"Si";
"47/000258";"Pensión";"Categoría única";"";"ALOJAMIENTOS WEIER";"Calle POZO, 8";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"CISTERNIGA";"600978951";"";"";"monicaweier32@gmail.com";"";"";"";"23";"";"";"";
"24/000499";"Hostal Residencia";"1ª - 1 Estrella";"";"SIERRA REDONDA";"AV. CONSTITUCION, 2";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"619011567";"";"";"";"";"";"";"4";"";"";"";
"37/000383";"Hotel";"4ª - 4 Estrellas";"";"ALDEADUERO";"Poblado POBLADO DE SAUCELLE, S/N";"37257";"Salamanca";"Saucelle";"SAUCELLE";"SAUCELLE";"923513175";"";"";"info@aldeaduero.com";"www.aldeaduero.com";"";"";"20";"-6,806416";"41,04183";"Si";
"40/000202";"Hostal";"2ª - 2 Estrellas";"";"LA PINILLA";"Zona ESTACION DE ESQUÍ LA PINILA PARCELA Nº 2";"40592";"Segovia";"Cerezo de Arriba";"PINILLA (LA)";"PINILLA (LA)";"921551113";"921551969";"";"HOSTAL@LAPINILLA.ES";"www.lapinilla.es";"";"";"39";"-3,472223";"41,204384";"Si";
